communityname,state,population,householdsize,pctUrban,medIncome,pctWSocSec,pctWRetire,whitePerCap,blackPerCap,AsianPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,TotalPctDiv,PersPerFam,PctWorkMom,NumImmig,PctImmigRecent,PctNotSpeakEnglWell,RentMedian,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,LandArea,PopDens,PctUsePubTrans,murders,robberies,assaults,burglaries,larcenies,autoTheft,arsons
Secaucustown,NJ,14061,2.61,100,51814,28.05,17.38,22748,24492,27291,19240,5.18,26.13,3.87,8.82,3.04,62.62,1813,12.96,1.31,625,0,0,12.89,64.19,6.1,2304.9,13.85,0,16,21,79,783,213,1
Comptoncity,CA,90454,4.05,100,24971,20.57,13.91,6065,9881,5246,5097,27.5,48.77,14.33,13.12,4.31,53.92,24239,17.5,16.67,477,39,82,26.8,48.01,10.5,8588.5,6.38,62,969,998,1601,1745,1485,28
Trentoncity,MI,20586,2.62,100,41129,29.19,25.34,17385,5000,17640,7894,4.21,17.8,4.54,8.39,3.06,66.13,876,5.48,0.74,384,0,0,4.26,75.62,7.6,2721.6,0.66,0,3,15,47,318,33,5
Cinnaminsontownship,NJ,14583,3.06,100,51129,31.86,21.94,19818,13255,12341,18352,2.34,14.58,4.1,4.94,3.28,68.79,611,0.98,0.89,570,0,0,4.19,39.09,7.9,1851.6,3.04,1,22,12,94,271,82,0
Lakewoodcity,CA,73557,2.82,100,44700,25.9,19.41,18034,16361,14811,13427,4.87,18.63,4.33,10.79,3.19,68.57,9519,11.39,2.62,735,0,0,12.94,52.14,9.7,7558.3,1.23,3,274,489,697,2059,1359,29
GrossePointeFarmscity,MI,10092,2.63,100,66844,34.43,21.2,40841,10000,26657,34520,1.33,4.07,2.86,5.69,3.03,49.23,633,2.05,0.37,636,0,0,6.27,70.82,2.8,3609.4,2.57,0,4,11,21,207,21,0
Altoonacity,PA,51881,2.51,100,20695,39.2,15.9,10443,8079,10704,5371,18.03,26.66,8.18,10.62,3.05,64.89,573,5.06,0.37,218,43,0,1.1,91.12,10.1,5131,1.87,0,40,107,417,888,98,22
Atascaderocity,CA,23138,2.73,0,35140,23.2,17.81,14826,8884,14610,11983,7.84,13.72,4.02,12.7,3.12,71.63,818,5.5,0.92,477,0,0,3.5,63.57,26.2,884.5,0.21,0,13,57,269,574,39,6
MountClemenscity,MI,18405,2.53,100,25716,31,19.46,14477,8850,1633,11031,11.85,27.33,8.95,14.83,3.08,63.07,480,6.67,0.52,342,73,14,2.61,75.85,4.4,4217.5,1.53,1,62,163,212,743,33,6
Burlesoncity,TX,16113,2.9,0,33628,18.53,11.26,12335,10186,21186,7938,6.62,23.97,6.25,10.84,3.2,72.98,146,0,0.24,387,0,0,0.91,71.06,17.4,926,0,1,6,21,135,399,33,8
Lawrencetownship,NJ,25787,2.83,93.97,51035,23.14,16.66,24100,22276,19372,11148,3.72,12.38,3.01,7.48,3.03,69.52,2708,13.7,1.44,650,99,0,10.5,54.55,22.9,1124,5.43,1,23,41,203,1154,600,4
Readingtown,MA,22539,2.84,100,52783,25.76,19.04,21175,10493,17834,9097,2.1,8.1,5.21,6.07,3.26,71.76,964,2.8,0.3,620,0,0,4.28,81.18,10.3,2191.9,4.79,0,3,19,107,189,26,0
Brigantinecity,NJ,11354,2.35,100,35989,27.82,18.48,18700,22238,14185,16828,6.99,18.67,4.35,12.11,2.91,75.17,637,16.48,1.67,613,0,0,5.61,39.84,6.7,1705,6.62,0,4,36,162,463,21,3
Dracuttown,MA,25594,2.85,84.31,45165,24.14,15.13,16536,22951,14879,12438,3.26,22.94,8.24,8.14,3.25,73.93,1135,8.46,2.1,556,0,0,4.43,85.79,21.7,1182,1.17,0,15,54,250,497,252,0
Brenhamcity,TX,11952,2.76,0,21946,36.1,13.9,12025,5689,11147,5269,17.24,35.7,4.7,8.53,3.07,82.08,285,8.42,1.39,268,0,0,2.38,86.04,7.7,1560.3,0.19,0,10,77,146,563,27,6
Pinolecity,CA,17460,2.79,100,45820,22.53,19.05,19255,14622,15601,13782,3.69,14.57,4.48,11.16,3.15,77.84,2526,4.16,2.67,655,0,0,14.47,56.65,5.3,3274.6,5.53,0,62,85,225,572,148,11
HighlandParkborough,NJ,13279,2.3,100,39603,24.39,11.54,22232,14788,12417,13135,5.83,15.25,5.21,8.98,2.98,76.49,2480,32.34,3.08,620,0,0,18.68,44.24,1.9,6974.3,8.67,0,5,6,70,214,7,1
Cleburnecity,TX,22205,2.72,0,26037,33.81,11.95,12701,7579,11400,6194,14.9,31.22,8.64,10.6,3.17,61.93,876,13.24,1.71,311,0,0,3.95,75.19,20.1,1102.1,0.29,3,9,69,208,1173,43,8
HermosaBeachcity,CA,18219,1.99,100,54497,8.16,7.48,34359,27893,22734,25780,5.55,4.11,1.87,14.35,2.62,75.29,1499,17.14,0.92,863,0,2,8.23,40.94,1.5,12277,1.05,1,33,65,281,595,171,5
Grandvillecity,MI,15624,2.77,100,36906,21.88,15.27,15296,14877,5218,10262,3.67,17.23,3.4,7.82,3.2,69.25,474,0,0.56,423,0,0,3.03,82.45,7.8,2002.1,0.17,2,7,10,90,479,24,3
Strongsvillecity,OH,35308,2.87,100,50916,18.87,12.92,20093,25393,24115,14683,2.3,10.46,3.59,6.77,3.25,66.02,1911,7.74,0.93,414,0,0,5.41,72.95,25.5,1382.8,2.9,0,16,4,181,535,63,9
Ipswichtown,MA,11873,2.54,0,42386,25.67,16.51,20327,3200,9748,6736,5.29,13.23,6.32,9.31,3.03,69.67,421,11.4,1.26,566,0,0,3.55,71.92,33.8,351.4,4.47,0,0,18,30,207,13,0
Lansingcity,MI,122700,2.51,100,26339,21.22,15.42,13415,9307,5835,7457,19.56,22.07,8.43,15.33,3.12,66.53,3910,18.08,1.03,355,102,3,3.19,73.63,34,3608.4,2.92,14,302,1066,1372,5295,700,86
Randolphtown,MA,30093,2.76,100,43244,29.31,14.74,17601,16333,12113,16484,4.88,15.28,6.41,7.48,3.23,70.61,3495,9.64,2.22,679,0,0,11.61,77.33,10.4,2883.6,5.72,0,16,44,238,533,226,4
PortArthurcity,TX,58724,2.63,98.92,18548,35.92,17.38,12939,6940,4222,6363,28.12,34.55,12.78,13.95,3.23,63.92,4018,12.69,3.38,226,21,1,6.84,63.61,80,734.1,1.07,8,246,713,1404,2401,748,55
Conneautcity,OH,13241,2.6,0,21144,36.11,20.92,10318,5975,7025,1905,19.15,27.14,10.91,10.34,3.09,62.75,189,0,0.79,215,0,0,1.43,70.77,27.3,484.7,0.65,1,2,6,72,240,13,0
Ridgecrestcity,CA,27725,2.68,0,39087,13.71,18,16808,11250,15059,9087,7.18,13.13,4.84,12.53,3.17,70.31,1992,19.08,1.22,451,0,0,7.18,43.22,21.5,1288.6,0.35,3,16,181,280,680,48,57
Pharrcity,TX,32921,3.8,100,15605,30.76,11.79,6026,1865,0,4331,44.47,58.41,16.97,7.6,4.14,50.1,8583,11.93,22.83,187,34,0,26.07,57.76,16.4,2013.3,0.39,2,68,244,669,2383,326,37
Riverviewcity,MI,13894,2.74,100,39735,27.64,18.44,17883,10511,21794,8955,6.68,23.82,5.73,9.8,3.13,70.73,796,14.7,1.23,431,0,0,5.73,74.23,4.6,3041.6,0.86,1,0,1,37,214,29,0
SantaMariacity,CA,61284,3.08,100,29492,26.26,18.57,14716,10219,12466,7155,16.82,34.29,7.78,11.62,3.47,64.67,13623,16.82,13.98,505,97,21,22.23,50.06,17.8,3441.4,0.44,1,177,296,910,3270,244,8
Sylvaniatownship,OH,39983,2.77,94.86,47335,22.7,15.2,22649,17506,29157,21407,3.66,11,4.07,7.89,3.19,69.32,1488,2.96,0.37,385,0,0,3.72,68.33,29.5,1356.3,1.23,1,14,8,141,787,89,3
GroverCitycity,CA,11656,2.59,0,28266,28.47,17.26,13378,7151,11999,7604,12.68,23.14,5.63,16.16,3.04,65.26,1085,16.5,3.28,542,0,0,9.31,57.47,2.4,4832.5,0.75,0,5,42,119,255,31,3
Delrantownship,NJ,13178,3.02,97.97,46573,22.17,14.86,17575,13716,12069,10819,1.88,18.14,4.38,7.42,3.35,68.19,647,8.81,0.8,596,0,0,4.91,47.35,6.9,1915.4,3.24,1,13,32,61,294,50,3
Jacksoncity,MI,37446,2.54,100,20830,30.91,17.39,11048,7887,9158,7182,24.71,28.48,11.02,17.02,3.12,65.28,644,13.35,0.39,283,44,0,1.72,75.77,11.4,3271,2.02,5,74,1245,359,1769,154,23
Whittiercity,CA,77671,2.81,100,38020,25.53,17.02,20108,15399,17396,11817,7.75,20.35,4.84,11.58,3.2,63.6,12435,14.47,5.93,583,61,0,16.01,57.07,13,5983.9,2.26,5,175,243,810,2066,494,16
Medfieldtown,MA,10531,3.07,90.78,66084,18.2,13.87,25522,75165,43512,5093,1.67,6.77,4.2,5.85,3.35,66.85,531,5.84,0.35,609,0,0,5.04,64.39,15,700.5,5.25,0,2,1,34,78,4,0
MuskegonHeightscity,MI,13176,2.68,100,13778,34.8,16.23,8358,6166,3214,6801,35.13,43.85,18.28,18.29,3.28,53.74,84,14.29,0.28,260,0,0,0.64,67.87,3.3,4012.2,1.39,1,67,250,432,1109,141,18
Auburncity,CA,10592,2.31,0,32708,33.99,22.32,18237,16238,14231,12052,8.21,15.03,4.14,14.89,2.84,71.44,467,0,1.41,477,0,0,4.41,59.45,6.3,1679.1,0.29,0,10,34,79,390,40,3
Irvinecity,CA,110330,2.74,100,56307,10.67,7.47,27926,14930,16717,17344,6.44,4.88,3.32,10.84,3.13,65.47,24629,15.76,3.5,913,10,0,22.32,39.22,43.8,2516.4,0.61,1,58,70,990,2957,460,38
PerthAmboycity,NJ,41967,2.95,100,28377,30.16,15.17,12643,10401,13391,8948,15.19,49.75,10.91,11.72,3.45,70.72,10506,16.69,19.9,486,14,0,25.03,46.32,5,8476.8,4.99,1,179,296,831,1572,238,17
SimiValleycity,CA,100217,3.13,100,53967,12.91,10.58,18988,19641,17197,12716,3.56,13.34,4.11,10.93,3.39,70.66,11938,13.23,2.55,844,11,0,11.91,51.71,34.2,2928.3,0.46,0,54,185,611,1632,370,24
Pittsfieldcity,MA,48622,2.44,100,29987,33.58,22,15733,9574,10373,6434,9.74,21.94,7.56,11.11,2.98,65.54,2037,7.56,0.81,388,22,0,4.19,73.33,42.2,1152.3,3.13,0,29,216,530,956,126,0
MountHollytownship,NJ,10639,2.91,100,33527,28.79,25.11,15423,9147,9585,5530,13.81,27.44,6.97,12.19,3.24,68.67,425,5.65,1.24,468,59,2,3.99,58.78,3,3565.8,2.79,2,43,101,168,520,48,18
Hillsidetownship,NJ,21044,2.96,100,41187,25.41,14.05,17951,15057,14113,13339,5.98,28.39,6.38,8.82,3.36,75.95,4403,8.49,6.37,548,0,0,20.92,56,2.8,7547,8.35,0,139,52,274,674,360,5
Sylvaniacity,OH,17301,2.74,100,46353,21.46,14.36,20421,24453,21740,8812,3.65,8.31,4.44,8.25,3.19,70.62,509,2.95,0.45,368,0,0,2.94,68.08,6,2890.2,1.06,0,5,5,47,147,12,0
NorthArlingtonborough,NJ,13790,2.44,100,39433,38.4,25.83,18694,24521,10080,14875,3.43,26.69,4.71,6.77,3.01,62.7,2050,7.76,3.33,501,0,0,14.87,70.36,2.7,5152.4,8.46,0,8,12,75,226,72,0
Kearnytown,NJ,34874,2.8,100,37840,29.23,16.73,16185,8045,11016,13494,6.06,31.51,6.22,7.75,3.25,66.97,9403,17.32,8.1,535,0,0,26.96,59.52,9.5,3681.5,10,1,70,77,456,1233,357,5
Summitcity,NJ,19757,2.57,100,66464,28.8,16.25,43738,21263,29402,21773,2.62,10.79,3.06,6.92,3.03,57.62,2646,25.09,2.56,781,0,0,13.39,44.87,6.3,3150.4,15.49,0,3,12,83,295,35,3
Gloucestertownship,NJ,53797,2.9,97.68,41224,19.34,13.61,15403,14949,16459,11385,3.35,18.6,5.21,9.86,3.33,67.52,1728,10.76,0.61,477,76,0,3.21,45.73,24.1,2234,6.4,1,25,99,361,1502,210,6
Bryancity,TX,55002,2.66,100,22577,20.34,11.37,13451,6203,9466,8391,22.01,26.26,5.78,11.19,3.23,74.19,3653,24.58,3.63,312,55,0,6.64,71.5,33.8,1625.5,0.91,2,87,369,853,2719,284,8
LaCanadaFlintridgecity,CA,19378,2.89,100,78965,25.61,16.83,40571,38374,22507,21999,2.85,4.84,2.83,6.31,3.15,59.88,3003,12.69,2.38,887,0,0,15.5,48.96,9,2157.9,0.22,0,18,33,113,211,29,3
Maplewoodtownship,NJ,21652,2.73,100,57568,28.15,17.07,26746,20019,12139,17549,3.21,12.26,3.45,6.66,3.15,68.57,2869,14.08,1.75,623,0,0,13.25,53.71,4,5423.3,17.63,1,53,42,198,524,300,2
Graftontown,MA,13035,2.72,73.23,42310,25.51,16.47,17507,7419,14443,6539,4.99,17.78,6.26,8.26,3.1,72.91,648,11.42,0.39,491,0,0,4.97,77.99,23.6,553.2,0.28,0,0,49,34,60,8,0
Belmonttown,MA,24720,2.56,100,53488,30.84,18.6,27084,21474,19987,16178,3.64,8.35,3.87,6.36,3.04,63.35,3043,21.2,1.87,792,0,0,12.31,61.63,4.8,5125.2,13.26,0,3,7,66,258,18,2
Fairborncity,OH,31300,2.47,100,27558,18.01,23.04,13276,10693,9534,14218,15.39,22.23,6.4,11.85,2.96,64.45,1128,25.89,0.78,359,0,0,3.6,53.98,11.6,2702.3,0.21,1,9,21,185,777,55,4
Southfieldcity,MI,75728,2.36,100,40579,29.42,15.33,21127,21516,17956,18928,5.83,15.21,5.77,10.94,3.01,69.51,10698,9.59,1.89,614,0,0,14.13,59.18,27.2,2786.6,0.74,3,204,420,991,3353,1201,13
Hesperiacity,CA,50418,3.05,100,30795,28.84,18.98,11804,10294,10690,8258,12.49,28.73,9.21,11.55,3.37,52.02,3332,12.48,2.14,468,0,0,6.61,56.13,50,1007.4,0.15,9,65,142,800,1197,406,18
Readingcity,OH,12038,2.47,100,29647,27.29,19.13,14055,12567,9771,24553,6.04,27.44,4.9,12.39,3.04,67.58,121,23.97,0.18,323,0,0,1.01,73.36,3,3978.2,1.23,0,4,4,59,231,27,0
LaHabracity,CA,51266,2.83,100,39967,21.89,15.66,17932,16397,15170,10161,8.03,23.7,5.51,12.13,3.29,69.25,10183,20.13,9.22,634,21,2,19.86,50.16,7.6,6759.8,1.75,4,89,378,452,1351,329,16
Oaklandborough,NJ,11997,3.07,100,63384,18.42,13.16,23735,24599,16436,16639,1.53,11.77,2.99,5.66,3.24,67.85,1117,14.06,0.57,855,0,0,9.31,55.24,8.9,1345.8,4.71,0,0,3,6,75,3,1
Portervillecity,CA,29563,3.08,0,22168,30.11,15.93,11672,5160,6561,5995,26.82,39.22,12.79,12.79,3.42,62.36,4868,19.68,10.63,329,112,9,16.41,56.61,11.6,2538.9,0.31,4,50,124,461,1563,304,2
Pasadenacity,CA,131591,2.62,100,35103,21.4,11.6,25685,12089,17727,8817,14.92,22.48,6.3,12.08,3.23,61.71,36227,20.42,9.66,573,220,14,27.53,39.13,23.8,5524.4,5.5,27,834,822,1797,4808,1352,51
NewCastlecity,PA,28334,2.49,0,17103,43.74,21.82,9659,5294,11433,2057,19.69,32.17,10.36,11.59,3.03,55.08,558,3.41,0.67,201,43,0,1.97,86.17,8.8,3206.2,2.25,3,63,60,296,549,119,22
WestManchestertownship,PA,14369,2.47,83.06,32124,31.84,21.17,15328,10924,7002,7363,4.02,24.42,3.26,7.62,2.84,75.71,333,7.81,0.44,441,0,0,2.32,84.48,20.8,691.2,0.85,0,12,6,55,684,16,0
BeaverFallscity,PA,10687,2.53,100,14423,43.23,22.98,8504,5899,669,5618,26.75,33.44,12.86,13.01,2.98,59.16,232,3.45,0.44,211,16,0,2.17,79.94,2.2,4859.5,2.1,2,24,24,58,117,14,1
Westboroughtown,MA,14133,2.62,78.65,44044,22.44,14.38,21114,21172,17543,14901,3.45,9.35,4.41,9.05,3.1,73.2,1050,9.52,1.52,692,0,0,7.42,63.56,21.3,664.7,0.76,0,2,41,59,221,38,0
Bridgeporttownship,MI,12747,2.82,67.59,32083,25.41,19.16,12367,14346,94005,8216,13.7,24.24,8.32,10.82,3.18,68.64,225,8.89,1,307,0,0,1.77,85.3,35.9,355.3,0.48,0,7,12,64,202,11,1
Woodhavencity,MI,11631,2.93,100,47513,11.17,12.31,17595,21188,11941,13471,3.61,14.97,5.09,8.85,3.37,68.48,484,10.54,0.81,433,0,0,4.16,78.93,6.7,1734.9,0.76,0,4,15,84,547,70,2
SouthSanFranciscodivision,CA,280039,2.82,99.98,43088,22.72,16.49,19632,15256,14858,12278,5.85,18.13,4.43,10.99,3.32,75.87,86104,13.91,6.15,695,217,122,30.76,48.31,61.9,4522.6,11.51,2,78,127,331,1494,294,21
Maynardtown,MA,10325,2.55,100,43253,25.36,15.9,19306,27745,14503,15339,5.57,13.74,5.92,9.12,3.06,73.17,664,9.19,1.29,547,0,0,6.43,71.7,5.4,1902.6,1.47,0,0,25,62,88,8,3
Taylorcity,MI,70811,2.85,100,32659,20.72,15.91,13147,10051,10905,10039,11.92,31.8,8.88,12.96,3.21,56.84,2761,7.03,0.69,387,0,0,3.9,74.75,24.5,2894.5,0.69,4,138,435,729,3078,467,41
Irvingcity,TX,155037,2.45,100,31767,10.97,7.89,18131,11982,11418,8307,10.55,19.29,5.24,14.89,3.07,74.74,19560,19.83,4.9,424,0,0,12.62,52.32,70.1,2213,1.5,8,185,415,1663,7583,897,45
NewPhiladelphiacity,OH,15698,2.39,0,22405,31.52,20.3,11573,6750,48404,16566,12.51,23.23,8.37,12.04,2.95,67.12,119,0,0.18,244,0,0,0.76,86.58,7.1,2223.9,0.29,0,9,17,45,395,16,1
Jacksontownship,OH,25265,2.7,86.67,34670,22.84,18.91,14369,7993,3054,13921,7.4,20.22,3.68,11.29,3.08,74.51,279,9.32,0.34,368,0,0,1.1,78.41,38.2,661.4,1.69,2,34,23,129,1065,68,4
CedarGrovetownship,NJ,12053,2.9,100,55464,32.74,21.35,23765,6198,18588,11814,3,16.78,3.13,6.12,3.09,65.26,1268,14.75,1.99,717,0,0,10.52,67.5,4.4,2756.1,6.25,0,8,38,100,169,31,11
AtlanticCitycity,NJ,37986,2.41,100,20309,35.52,14.35,16360,9942,12883,6690,24.97,41.66,9.63,17.11,3.13,69.18,3757,13.23,5.64,394,594,22,9.89,49.49,11.8,3230.5,25.65,10,643,618,1268,8146,411,102
Tustincity,CA,50689,2.77,100,38433,14.9,10.19,20356,11722,14767,10338,6.85,14,4.48,14,3.16,74.69,10964,19.99,7.29,701,32,10,21.63,37.32,11.7,4333.9,2.3,2,91,98,677,2104,337,33
Atwatercity,CA,22282,3.1,0,26701,16.76,19.98,11189,11320,6671,6498,12.58,22.86,7.84,11.51,3.42,68.35,2427,13.1,4.31,377,19,0,10.89,42.85,5.3,4169.5,0.39,3,25,132,407,739,99,10
Lansdowneborough,PA,11712,2.38,100,35795,32.79,20.27,17914,15210,9352,7032,3.39,12.09,3.84,9.18,3.08,72.49,549,11.11,0.62,469,0,0,4.69,79.28,1.2,9600,15.85,0,6,19,28,160,26,0
EastLampetertownship,PA,11999,2.6,57.76,34720,24.96,14.93,16990,13692,16031,13054,4.98,27.54,2.34,8.51,3.05,65.06,345,20.29,0.74,454,43,0,2.88,81.32,20.7,580.7,1.03,0,8,9,65,432,26,0
BayCitycity,MI,38936,2.5,100,21380,33.89,20.04,10973,7842,3677,7438,18.06,30,13.52,12.56,3.1,63.85,366,1.91,0.66,268,26,0,0.94,88.91,10.8,3613.2,1.55,0,54,180,349,1392,117,10
NationalCitycity,CA,54249,3.67,100,22129,22.5,16.71,10736,8800,8452,6449,21.34,41.07,8.18,12.12,3.63,53.49,19345,18.31,14.19,441,0,10,35.66,34.95,7.8,6919.5,6.02,7,327,485,1002,2001,1298,34
Livermorecity,CA,56741,2.75,100,49149,15.83,15.13,19965,13456,16569,11899,5.18,11.78,4.19,11.86,3.14,70.28,3733,17.36,1.43,680,41,0,6.58,56.66,20.3,2789.6,1.55,1,36,152,633,2127,212,15
Franklincity,OH,11026,2.71,100,25569,27.92,17.39,10559,15861,7881,8927,16.4,39.42,8.17,12.97,3.09,64.05,80,12.5,0.34,270,0,0,0.73,69.94,8.4,1306.8,0.2,0,5,21,130,392,25,0
Somersettown,MA,17655,2.75,100,36418,38.1,24.36,14942,11920,28026,14341,3.49,30.13,6.26,5.96,3.1,80.98,1457,0.48,2.67,441,0,0,8.25,79.21,8.4,2100.6,0.39,0,1,13,71,273,31,0
Hemetcity,CA,36094,2.07,100,20382,58.55,32.73,12731,8361,7792,7278,14.05,32.67,9.76,12.24,2.59,56.53,3604,16.4,3.4,435,48,0,9.99,33.33,18.2,1982.8,0.29,1,128,233,1047,1772,560,25
RiverRougecity,MI,11314,2.65,100,17500,30.36,18.67,9043,8612,9976,7426,28.51,36.03,17.07,17.63,3.27,52.74,272,0,0.87,257,0,0,2.4,73.05,2.8,4093.3,3.88,2,41,91,188,459,126,15
Atholtown,MA,11451,2.61,0,27095,30.79,21.16,12440,6179,38495,10000,11.67,24.91,10.77,11.23,3.13,62.95,440,4.77,0.78,374,0,0,3.84,79.15,33.8,339.3,0.32,1,5,111,130,216,9,0
Jacksontownship,NJ,33233,2.99,59.2,44690,22.1,13.8,16052,17496,15132,15844,3.76,20.48,5.68,7.35,3.33,67.54,2133,5.77,1.04,592,0,0,6.42,59.5,103.7,320.6,3.61,0,5,18,114,1296,34,3
HarkerHeightscity,TX,12841,2.77,100,26470,11.22,16.58,12752,10370,8368,9493,11.21,12.4,4.37,10.61,3.11,64.63,855,5.61,0.92,312,0,0,6.66,33.15,11.8,1084.5,0.24,2,12,118,148,331,32,3
Belmontcity,CA,24127,2.39,100,50859,18.88,14.08,25988,21090,26531,16524,4.71,8.47,3.41,11.46,2.86,73.39,3982,12.96,1.73,697,5,0,16.5,51.64,4.7,5142.2,4.68,0,10,29,107,522,54,3
Waynetownship,NJ,47025,2.98,100,59290,25.74,14.92,25340,12024,26974,16906,2.28,14.66,3.91,5.81,3.2,62.85,5068,7.2,1.48,693,0,0,10.78,63.4,24.7,1905.3,4.11,1,16,36,227,1817,464,5
Fairfieldcity,CA,77211,3.04,100,36886,15.5,20.18,14835,11977,10994,9976,7.42,15.84,6.11,12.54,3.29,65.44,8916,11.44,2.15,501,91,4,11.55,43.84,37.1,2078.7,1.5,10,188,557,828,3612,481,50
Stowcity,OH,27702,2.75,100,39638,18.95,16.42,16252,13145,25881,11141,3.06,14.05,3.14,8.75,3.16,64.92,963,6.33,0.34,414,0,0,3.48,71.59,17.8,1560.3,0.93,0,14,12,74,612,16,0
Hackensackcity,NJ,37049,2.25,100,38976,24.5,10.97,23489,13980,16104,12174,6.97,25.57,5.79,13.16,2.93,69.42,8711,15.39,6.31,639,81,0,23.51,41.74,4.3,8684.7,14.4,4,68,82,164,1401,326,12
Pearlandcity,TX,18697,2.84,100,42565,16.33,9.82,17941,14745,19609,11610,4.74,14.97,3.13,10.41,3.16,72.37,648,16.82,1.55,371,0,0,3.46,69.24,20.4,916.2,0.65,0,11,40,163,531,109,8
Montgomerytownship,PA,12179,2.66,79.95,52193,25.83,18.61,21799,26276,14130,54648,1.08,12.21,2.8,6.97,3.02,68.51,833,4.68,1.51,674,0,0,6.85,73.92,11,1102.3,2.65,1,3,3,45,537,47,1
Fresnocity,CA,354202,2.91,100,24923,22.5,13.2,14818,7519,6208,7044,24.04,30.99,8.52,13.8,3.43,54.85,60735,22.07,9.85,369,668,124,17.15,58.39,102.7,3448.5,2.17,87,2879,2329,8472,14518,13083,659
Brownsvillecity,TX,98962,3.76,100,15890,24.53,8.51,6320,8155,19133,5258,43.86,54.51,15.3,9.56,4.13,52.65,28569,11.16,24.08,236,27,3,28.87,60.23,28.9,3423.3,2.4,17,281,771,2209,7291,796,31
SulphurSpringscity,TX,14062,2.57,0,20298,33.47,14.09,11122,6240,29009,5867,18.84,36.28,7.88,12.01,3.06,76.75,242,15.29,0.46,255,0,0,1.72,80.17,18.1,777.6,0.28,1,17,149,176,583,42,2
Fullertoncity,CA,114144,2.79,100,41921,18.57,14.74,21128,14468,15771,9958,9.81,17.28,4.66,11.2,3.24,64.08,26981,20.05,8.75,659,64,27,23.64,41.83,22.9,4980.1,2.35,2,260,325,1385,4575,1291,31
Allentowncity,PA,105090,2.46,100,25983,33.13,19.62,13778,8390,7977,6019,12.86,30.56,6.26,12.07,3,67.79,6088,18.43,3.74,377,100,11,5.79,73.46,18.4,5726.9,3.47,6,324,347,1682,4659,448,42
PointPleasantborough,NJ,18177,2.59,100,40798,33.9,19.66,18831,5301,10533,15346,3.14,18.86,4.48,8.84,3.07,65.46,553,1.45,0.57,649,18,0,3.04,78.75,3.7,4963.7,1.73,1,4,13,88,405,19,0
Warrentownship,NJ,10830,3.06,35.17,72369,20.96,14.89,31902,19141,32909,13426,0.73,10.09,4.11,4.48,3.25,63.23,1304,7.36,2.14,729,0,0,12.04,57.93,20.4,531.1,2.49,0,1,9,43,181,9,1
Walnutcity,CA,29105,3.71,100,64333,8.27,6.72,20882,21435,16588,14345,4.09,12.47,4.28,5.63,3.83,72.32,10160,11.66,7.24,902,0,0,34.91,47.19,9.2,3170.5,1.61,2,32,119,299,346,93,8
Dennistown,MA,13864,2.24,61.47,27900,46.77,32.04,15532,11939,18571,11071,10.56,11.64,8.65,9.96,2.74,71.21,544,4.04,0.52,542,0,0,3.93,67.25,21.4,649.2,1.22,0,3,37,296,387,30,9
NorthCantoncity,OH,14748,2.34,100,32369,31.26,21.14,18496,0,49859,16874,5.14,12.34,4.13,9.73,2.86,72.89,464,0,0.45,349,0,0,3.15,75.99,5.7,2579.2,0.32,0,11,2,80,241,15,0
Peabodycity,MA,47039,2.68,100,39800,28.39,17.38,17199,9856,13918,9267,4.6,20.82,5.31,8.24,3.13,72.81,5353,9.53,3.54,523,81,0,11.38,78.14,17,2768.9,1.66,0,21,41,368,1246,319,3
Benbrookcity,TX,19564,2.49,100,45303,17.18,19.69,20343,17082,16632,15190,4.18,8.47,3.59,9.82,2.95,67.8,1011,8.8,0.78,412,0,0,5.17,50.07,11.8,1662.5,0.05,1,9,15,66,357,57,1
Brownwoodcity,TX,18387,2.64,0,17826,38.11,13.4,9958,5388,3886,5186,23.79,35.35,9.51,12.18,3.07,61.93,645,8.53,2.1,234,0,0,3.51,79.78,12.2,1510.6,0.61,0,14,106,239,832,38,10
Lebanoncity,PA,24800,2.37,0,21619,33.74,19.34,11567,6876,6316,4757,14.61,36.72,4.84,13.64,2.97,73.48,583,22.47,2.27,267,4,0,2.35,85.26,4.3,5712.2,1.16,6,27,32,155,743,28,2
SouthHoustoncity,TX,14207,3.3,100,23485,20.67,9.37,9682,2695,6386,6415,21.39,51.75,8.2,12.94,3.73,52.2,3210,10.12,14.81,283,0,0,22.59,61.02,3.1,4530.3,1.21,0,21,25,191,694,209,3
Kingsvillecity,TX,25276,2.96,0,22053,24.22,15.37,11177,5539,9560,6310,27.26,35.79,10.29,9.63,3.42,56.15,1326,18.02,6.64,277,0,0,5.25,78.54,13.2,1919.5,0.07,4,16,183,448,984,38,18
Kentwoodcity,MI,37826,2.48,100,34324,20.27,11.15,15713,12604,11899,11807,4.98,16.08,3.43,11.16,3.09,75.34,1780,8.43,1.05,432,0,0,4.71,74.57,21.8,1735.5,0.47,1,30,62,205,1526,78,6
Butlercity,PA,15714,2.28,0,17391,35.74,19.65,10111,8443,30328,4289,23.2,27.26,7.39,14.39,3.01,61.1,279,0,0.33,248,25,0,1.78,89.55,2.8,5624.2,0.73,1,3,29,68,400,40,4
