gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Hollandcity,MI,25086,2853.3,2.99,30469,14.16,12.82,5.32,0.66,robberies,7
UpperArlingtoncity,OH,34128,3421.8,2.45,53140,22.18,1.38,1.87,1.7,robberies,22
Glendoracity,CA,47828,2371.5,2.93,46116,14.14,4.96,4.3,1.39,robberies,46
Sumptertownship,MI,10891,279.8,2.95,34929,15.87,7.64,9.78,0,robberies,2
Bellinghamtown,MA,14877,776.3,2.95,45397,13.43,3.42,6.41,2.13,robberies,3
MountOlivetownship,NJ,21282,674.7,2.67,45828,9.28,2.77,3.64,1.23,robberies,7
Hanoverborough,PA,14399,3807.6,2.28,24947,15.07,8.35,3.35,0.51,robberies,6
Westlakecity,OH,27018,1640.4,2.63,47629,16.74,2.07,3.03,2.97,robberies,7
Massilloncity,OH,31007,2268.2,2.56,23819,23.02,14.44,8.98,0.21,robberies,35
Roxburytownship,NJ,20429,923.4,3.14,57484,16.18,2.29,3.25,1.78,robberies,6
Artesiacity,CA,15464,9248.8,3.52,36383,13.28,9.28,6.62,1.17,robberies,90
Urbanacity,OH,11353,1775,2.52,26684,19.18,11.61,7.28,1.03,robberies,6
Highlandcity,CA,34439,2450.1,3.04,31561,17.72,15.79,8.66,1,robberies,138
Southgatecity,MI,30771,4331.5,2.54,36526,21.39,4.62,6.09,0.96,robberies,34
Moorestowntownship,NJ,16116,1053.1,2.76,54834,18.22,2.91,3.03,2.89,robberies,8
Rialtocity,CA,72388,3288.6,3.31,36233,15.13,12.12,8.12,0.82,robberies,356
Irvingtontownship,NJ,61018,19984.9,2.75,30529,10.7,12.38,9.91,19.9,robberies,934
Hobokencity,NJ,33397,25331.5,2.22,34873,8.5,16.39,6.16,52.59,robberies,81
Harlingencity,TX,48735,1747,3.17,20858,13.71,29.93,9.65,0.14,robberies,65
Clintontown,MA,13222,2237.7,2.49,34091,13.31,7.48,5.35,0.05,robberies,3
Sayrevilleborough,NJ,34986,2092.8,2.74,46057,19.82,3.1,4.04,8.87,robberies,24
Winchestertown,MA,20267,3239.4,2.78,65994,17.26,2.63,3.64,8.84,robberies,1
Bellmawrborough,NJ,12603,4012.2,2.69,34887,20.87,4.34,5.28,4.26,robberies,2
Lodicity,CA,51874,4722.7,2.73,30739,16.86,12.6,6.45,0.1,robberies,73
Stoughtontown,MA,26777,1611.4,2.85,42044,15.91,4.78,5.81,5.98,robberies,19
Holmdeltownship,NJ,11532,621.3,3.42,83975,13.57,1.77,2.67,10.6,robberies,2
NorthPlainfieldborough,NJ,18820,6512.1,2.56,41875,14.09,3.66,3.76,5.04,robberies,30
Yeadonborough,PA,11980,7175.4,2.5,35951,20.4,5.47,5.26,23.44,robberies,24
SanFranciscocity,CA,723959,14962.8,2.37,33414,14.37,12.66,6.2,34.88,robberies,8454
Covinacity,CA,43207,6041.2,2.78,38907,13.04,7.63,5.35,2.84,robberies,139
SantaFeSpringscity,CA,15520,1728.3,3.33,33313,18.86,10.57,8.61,2.65,robberies,129
Farmingtoncity,MI,10132,3665.7,2.17,41040,27.02,3.64,4.82,0.93,robberies,4
Winslowtownship,NJ,30087,503.3,3.09,39916,12.71,7.35,5.37,6.02,robberies,29
SantaMonicacity,CA,86905,10143,1.94,35997,10.37,9.35,4.81,5.41,robberies,716
Eriecity,PA,108718,4772.8,2.58,22032,19.63,19.3,8.85,3.82,robberies,426
GrandRapidscity,MI,189126,4124.7,2.74,26809,14.2,16.12,7.35,3.39,robberies,829
VanWertcity,OH,10891,2102,2.48,25324,18.49,8.92,5.73,0.2,robberies,0
NortonShorescity,MI,21755,903.4,2.62,33646,22.59,7.23,5.11,0.2,robberies,9
Vermilioncity,OH,11127,1004.2,2.8,37500,20.14,8.54,4.74,0.13,robberies,1
Westervillecity,OH,29092,3417.4,2.96,48137,15.36,2.75,2.55,0.69,robberies,17
NorthAdamscity,MA,16797,793.1,2.54,22100,20.49,14.33,9.86,1.84,robberies,2
Wallingtonborough,NJ,10828,10395.5,2.32,32332,18.68,5.18,8.03,6.53,robberies,3
GalenaParkcity,TX,10033,1941.4,3.27,24103,18.21,19.42,8.29,0.9,robberies,7
Leicestertown,MA,10191,421,2.95,40321,14.58,4.1,5.55,1.1,robberies,1
Alamedacity,CA,76459,6865.9,2.63,38122,17.14,6.81,3.53,14.46,robberies,239
Fairfieldcity,OH,39729,1840.1,2.6,38531,12.76,3.77,3.66,0.54,robberies,24
Millbraecity,CA,20412,6133.4,2.57,45999,21.98,5.4,3.19,5.08,robberies,27
Lancastercity,PA,55551,7270.3,2.62,22210,15.54,20.93,6.47,5.48,robberies,273
Ashlandtown,MA,12066,935.8,2.62,51173,12.76,1.92,5.21,3.31,robberies,1
Richlandtownship,PA,12777,631.1,2.79,27154,27.62,7.54,5.82,0.86,robberies,0
Arcadiacity,CA,48290,4284.1,2.63,47347,16.73,5.23,3.63,1.76,robberies,96
Miltontown,MA,25725,1904.3,2.94,53130,23.5,3.04,4.52,10.43,robberies,15
Indiocity,CA,36793,2084.8,3.42,25976,12.22,21.24,9.83,1.14,robberies,144
ForestParkcity,OH,18609,2834.7,2.84,37050,13.5,5.55,5.23,3.79,robberies,37
Cranfordtownship,NJ,22633,4533.9,2.77,54469,19.72,2.51,2.57,8.46,robberies,6
Banningcity,CA,20570,1077,2.77,22514,24.93,16.86,10.81,0.44,robberies,56
LosBanoscity,CA,14519,2007.6,3.04,24649,12.31,19.4,10.21,0,robberies,19
Romuluscity,MI,22897,615.4,2.92,31723,13.44,12.94,9.6,0.14,robberies,50
Beniciacity,CA,24437,1844.6,2.65,49660,17.6,5.43,4.19,3.11,robberies,21
Medfordtownship,NJ,20526,503.9,3,59834,15.02,2.3,4.36,2.02,robberies,5
MineralWellscity,TX,14870,705.5,2.73,19456,16.38,23.17,9.68,0.69,robberies,3
Alhambracity,CA,82106,10393.2,2.91,31368,11.72,14.75,6.05,5.99,robberies,311
Millburntownship,NJ,18630,1915.8,2.7,83275,15.57,1.94,2.25,17.53,robberies,14
Pepperelltown,MA,10098,432.1,2.98,44492,8.49,3.98,5.47,0.59,robberies,0
EastBrunswicktownship,NJ,43548,1910.5,2.92,58769,15.05,2.27,3.86,10,robberies,18
MountainViewcity,CA,67460,5410.7,2.25,42431,11.34,6.22,3.17,4.19,robberies,77
Athenscity,TX,10967,768.4,2.62,18870,13.81,21.95,9,0,robberies,2
LincolnParkcity,MI,41832,6903,2.57,30638,23.56,8.53,7.78,1.21,robberies,67
Ypsilanticity,MI,24846,5501.8,2.91,21219,10.17,29.47,7.5,3.53,robberies,110
Braintreetown,MA,33836,2351.7,2.84,44734,23.45,4.1,6.7,7.87,robberies,22
Dovercity,OH,11329,2301.7,2.56,27688,19.41,7.46,6.74,0.3,robberies,3
Elizabethcity,NJ,110002,8617.3,2.81,27631,13.14,16.12,9.91,10.61,robberies,878
Patersoncity,NJ,140891,16110.7,3.21,26960,11.16,18.54,11.04,10.55,robberies,1089
SomersPointcity,NJ,11216,2685.8,2.37,31793,16.18,6.25,3.44,2.89,robberies,6
Orindacity,CA,16642,1275.8,2.64,80968,18.61,2.36,2.98,11.77,robberies,6
Fontanacity,CA,87535,2372,3.32,35558,12.96,11.4,7.37,0.6,robberies,433
AuburnHillscity,MI,17076,992.3,2.65,34825,10.8,7.38,4.18,0.31,robberies,20
HasbrouckHeightsborough,NJ,11488,7345.3,2.63,44672,19.09,2.51,4.58,9.64,robberies,8
Marlboroughcity,MA,31813,1456.1,2.62,41315,13.75,5.65,6.16,0.65,robberies,1
Stantoncity,CA,30491,9422.4,2.96,33367,12.85,13.62,8.43,3.65,robberies,125
Florencetownship,NJ,10266,1020.1,2.72,37764,19.71,6.77,4.46,0.26,robberies,10
Marquettecity,MI,21977,1859.9,2.77,24365,15.71,16.57,7.2,0.91,robberies,3
Miamitownship,OH,28199,819.5,2.95,42530,11.83,4.3,3.02,0.98,robberies,4
Reedleycity,CA,15791,3912.5,3.42,24128,12.15,22.42,15.46,0.91,robberies,14
MapleShadetownship,NJ,19211,4818.2,2.27,32955,16.44,2.77,4.89,4.13,robberies,9
Huntsvillecity,TX,27925,1285.9,3.56,17876,11.04,30,8.13,0.21,robberies,49
Vidorcity,TX,10935,999.5,2.78,24568,13.69,15.12,6.4,0,robberies,7
SanMarinocity,CA,12959,3322.8,3.01,100077,14.37,3.88,2.81,0.99,robberies,17
Inglewoodcity,CA,109602,11537.1,3.04,29881,10.45,16.47,10,7.5,robberies,1329
Nilescity,OH,21128,2404.8,2.5,25547,19.77,12.66,7.01,0.34,robberies,13
SouthPasadenacity,CA,23936,6731.2,2.34,43043,10.13,5,2.55,1.71,robberies,57
Piscatawaytownship,NJ,47089,2419.6,3.36,50451,12.04,2.88,4.6,5.88,robberies,44
Everettcity,MA,35701,10186.3,2.46,30786,18.34,9.6,7.59,17.59,robberies,56
Hudsontown,MA,17233,1445.6,2.71,45191,13.53,3.61,5.46,0.6,robberies,0
BethelParkborough,PA,33823,2793.2,2.66,41149,20.65,3.81,3.78,11.79,robberies,8
Amesburytown,MA,14997,1166.8,2.72,37889,16.18,6.25,8.27,0.84,robberies,0
Uxbridgetown,MA,10415,340.2,2.76,40059,16.88,5.87,6.65,0.26,robberies,1
Northboroughtown,MA,11929,621.2,2.94,57963,10.85,2.82,4.57,0.61,robberies,1
Springdalecity,OH,10621,2081.4,2.51,38128,17.85,4.01,3.59,1.17,robberies,16
PalosVerdesEstatescity,CA,13512,2713.3,2.73,101320,18.7,2.25,3.56,0.88,robberies,0
Williamsportcity,PA,31933,3468.4,2.54,20290,15.79,21.12,9.51,5.42,robberies,48
Coppellcity,TX,16881,1106.5,2.81,58815,5.5,2.51,2.28,0.72,robberies,1
GrossePointeWoodscity,MI,17715,5241.1,2.7,55657,22.76,1.74,2.21,1.73,robberies,10
Pomonacity,CA,131723,5570.2,3.61,32132,11.02,18.43,9.08,3.24,robberies,995
GreenOaktownship,MI,11604,322.8,2.98,47421,16.27,2.87,4.31,0,robberies,1
Eastontown,MA,19807,672.2,3.08,50647,12.92,4,4.71,3.26,robberies,11
Beltoncity,TX,12476,1118.3,2.96,18549,16.99,25.98,8.72,0.24,robberies,10
Lakewoodtownship,NJ,45048,1751.5,2.75,29211,20.68,16.09,7.29,3.9,robberies,126
GroveCitycity,OH,19661,1879.5,2.66,34350,18.52,5.82,3.23,1.69,robberies,16
Pennsaukentownship,NJ,34738,3181.5,2.8,36097,18.78,5.46,4.26,5.23,robberies,130
Perrysburgcity,OH,12551,2599.8,2.61,44277,18.46,2.12,3.98,1.52,robberies,1
Veronatownship,NJ,13597,4770.2,2.47,55248,19.75,1.73,2.54,6.56,robberies,8
Azusacity,CA,41333,4433,3.27,31889,11.69,14.28,8.28,2.57,robberies,101
UpperChichestertownship,PA,15004,2156.5,2.8,40216,16.83,4.15,2.91,1.47,robberies,18
Englewoodcity,NJ,24850,4870.3,2.77,46758,13.31,8.42,5.32,15.52,robberies,69
Daytoncity,OH,182044,3194.8,2.51,19779,19.55,26.53,10.39,7.48,robberies,1475
SanLeandrocity,CA,68223,5022.3,2.34,35681,25.21,4.98,5.29,9.39,robberies,358
WestWhitelandtownship,PA,12403,923.7,2.7,50598,11.26,1.55,3.06,4.03,robberies,3
Collingswoodborough,NJ,15289,8070.6,2.39,33026,18.83,6.09,3.63,14.45,robberies,27
LosAltoscity,CA,26303,3985.3,2.67,79579,21.12,1.23,2.87,1.49,robberies,9
Milpitascity,CA,50686,3556.4,3.6,55730,12.52,4.9,4.86,3.02,robberies,62
Middletowntownship,NJ,68183,1600.5,3.01,54053,17.24,2.43,4.65,9.72,robberies,13
SanRafaelcity,CA,48404,2816.8,2.39,41922,16.35,8.08,4.77,12.1,robberies,80
ElPasocity,TX,515342,2027.3,3.21,23460,16.12,25.32,9.85,3.13,robberies,1561
Pembroketown,MA,14544,642.6,3.12,46932,14.26,4.11,7.29,1.79,robberies,4
Northbridgetown,MA,13371,750.7,2.81,36634,16.28,5.86,7.65,0.25,robberies,1
Bergenfieldborough,NJ,24458,8160.3,2.78,45713,19.12,3.34,5.04,11.71,robberies,12
SpringGardentownship,PA,11207,1627.4,2.72,37044,19.63,4.73,2.8,0.63,robberies,6
LomaLindacity,CA,17400,2402,2.89,33265,14.48,11.76,4.72,1.19,robberies,30
Hurstcity,TX,33574,3283.8,2.63,37473,14.34,7.77,5.45,0.1,robberies,63
Brawleycity,CA,18923,3675.8,3.27,22365,12.54,24.31,14.81,0.7,robberies,38
Oregoncity,OH,18334,606.1,2.67,34704,21.69,7.67,6.57,0.18,robberies,34
Freeportcity,TX,11389,959,3.01,21483,11.61,24.2,9.57,0.14,robberies,11
Penntownship,PA,15945,507.3,2.91,33219,19.78,3.75,5.87,0.62,robberies,5
LowerMorelandtownship,PA,11768,1561.2,2.83,60925,15.96,2.33,2.72,5.31,robberies,3
Manheimtownship,PA,28880,1162.1,2.71,41450,19.62,2.42,2.34,1.29,robberies,18
SanBernardinocity,CA,164164,2876.8,3.01,25533,15.9,22.79,10.69,1.72,robberies,1550
WestHollywoodcity,CA,36118,18541.1,1.6,29314,7.08,11.43,7.04,5.98,robberies,485
TheColonycity,TX,22113,1825.7,3.27,42743,5.44,2.85,4.49,0.48,robberies,5
Lowellcity,MA,103439,7247.1,2.79,29351,14.28,17.99,10.68,2.95,robberies,302
LaPortecity,TX,27910,1397.2,3.05,41733,9.89,8.82,5.22,0.05,robberies,15
Victoriacity,TX,55076,1765,2.78,25576,12.58,18.88,6.83,0.1,robberies,82
Yarmouthtown,MA,21174,842.7,2.21,27222,31.07,9.5,7.93,0.84,robberies,9
Soloncity,OH,18548,877,2.93,54005,15.98,2.48,2.32,0.66,robberies,5
Camdencity,NJ,87492,9575.4,3.29,17386,12.29,36.56,16.3,18.34,robberies,1654
Cranberrytownship,PA,14816,627.3,2.85,41006,12.32,2.54,4.56,0.53,robberies,0
ElMontecity,CA,106209,10789.2,4.06,28034,10.32,22.51,9.4,6.47,robberies,625
Austincity,TX,465622,2063.8,2.42,25414,10.26,17.93,6.32,5.04,robberies,1555
OldBridgetownship,NJ,56475,1434,2.83,47482,14.19,3.47,4.49,13.8,robberies,30
Snydercity,TX,12195,1504.8,2.77,23497,14.12,18.61,7.89,0.28,robberies,0
LincolnParkborough,NJ,10978,1574.9,2.84,53781,12.41,1.6,3.8,5.33,robberies,0
Englewoodcity,OH,11432,2129.8,2.54,37087,21.43,3.14,3.15,1.83,robberies,3
Norwalkcity,CA,94279,9323.5,3.58,38124,13.33,9.29,6.64,2.29,robberies,393
Hamburgtownship,MI,13083,389.8,2.95,48481,14.23,3.23,3.55,0.23,robberies,2
ThousandOakscity,CA,104352,2032.4,2.86,56856,13.71,4.22,3.95,0.31,robberies,65
SanJosecity,CA,782248,4408.8,3.13,46206,11.92,9.31,5.54,3.58,robberies,1186
Folsomcity,CA,29802,1342.4,3.4,46726,18.57,5.17,4.16,1.59,robberies,17
Tredyffrintownship,PA,28028,1363.7,2.45,61144,14.61,1.8,2.32,10.24,robberies,10
Maywoodcity,CA,27850,23054.6,4.29,25567,9.21,21.26,12.22,8.67,robberies,80
Webstertown,MA,16196,1251.6,2.48,30067,13.48,9.27,6.53,0.16,robberies,4
Tiffincity,OH,18604,2950.2,2.65,24215,20.35,10.69,6.44,0.28,robberies,13
Hanovertownship,NJ,11538,1044.2,3.04,60688,19.65,1.23,2.97,1.1,robberies,4
Hanfordcity,CA,30897,2583.4,2.85,26629,15.18,15.65,9.04,0.25,robberies,38
MillValleycity,CA,13038,2693.8,2.19,55748,16.3,3.28,2.76,13.1,robberies,10
SugarLandcity,TX,24529,1929.6,3.03,56571,9.86,2.5,4.08,1.39,robberies,16
Portlandcity,TX,12224,2007.9,2.97,37952,12.51,7.03,5.29,0.23,robberies,0
Fallstownship,PA,34997,1516.5,2.79,40287,19.82,4.28,4.5,2.85,robberies,22
Peterstownship,PA,14467,712.7,2.93,53045,15.09,2.51,3.39,4.98,robberies,2
Ridgewoodvillage,NJ,24152,4033.9,2.89,75221,15.89,2.1,3.11,14.09,robberies,9
Enniscity,TX,13883,804.2,3,25679,11.95,16.54,6.75,0,robberies,6
HarperWoodscity,MI,14903,5560.8,2.27,33098,29.97,4.42,4.24,1.75,robberies,43
MontereyParkcity,CA,60738,7676.7,3.11,32605,12.88,16.42,6.15,4.88,robberies,296
Downeycity,CA,91444,7097.5,2.77,36991,15.61,8.05,5.43,1.8,robberies,319
Wakefieldtown,MA,24825,3208.9,2.67,43960,16.68,4.16,6.39,7.37,robberies,6
Waynecity,MI,19899,3191,2.79,31250,17.82,9.58,7.4,0.48,robberies,58
Weymouthtown,MA,54063,3067.4,2.6,41586,18.88,4.13,5.56,7.22,robberies,22
Portagecity,MI,41042,1230.1,2.65,39045,14.1,4.21,3.99,0.3,robberies,19
Terrellcity,TX,12490,683.3,3,21633,15.56,23.22,10.18,0.22,robberies,39
Kerrvillecity,TX,17384,1081.1,2.44,22186,23.95,15.11,6.59,0.26,robberies,11
Barnegattownship,NJ,12235,351.2,2.94,36469,20.43,5.43,5.46,3.12,robberies,0
Cloviscity,CA,50323,3393.8,2.76,31699,11.27,10.34,5.79,0.95,robberies,69
Owossocity,MI,16322,3241.1,2.52,23220,16.52,15.71,12.21,0,robberies,5
Mundytownship,MI,11511,311.3,2.75,43937,21.45,3.77,5.94,0.16,robberies,6
Columbuscity,OH,632270,3224.5,2.46,26630,13.56,17.26,5.91,4.72,robberies,3887
Haverhillcity,MA,51418,1489.1,2.63,36945,14.7,8.83,7.13,2.57,robberies,58
Commercecity,CA,12135,1793,3.73,27415,13.66,17.53,11.48,6.23,robberies,136
Alpenacity,MI,11354,1289.1,2.41,20472,21.74,13.45,9.29,1.07,robberies,2
Oxnardcity,CA,142216,5616.7,3.62,37174,17.99,12.52,6.71,1.07,robberies,464
Bellefontainecity,OH,12142,1918.9,2.55,25221,13.81,13.44,7.89,0.21,robberies,5
DanaPointcity,CA,31896,4630.7,2.51,54516,12.79,7.17,3.82,2.7,robberies,35
Danverstown,MA,24174,1756.9,2.74,43759,16.79,4.59,5.29,1.57,robberies,9
ClevelandHeightscity,OH,54052,6420.1,2.57,36043,13.68,8.46,4.81,6.98,robberies,28
Cambridgecity,MA,95802,14370.9,2.43,33140,10.2,10.7,5.15,24.42,robberies,253
NorthHuntingdontownship,PA,28158,991,2.76,32066,24.65,5.32,6.27,1.13,robberies,7
Athenscity,OH,21265,3029,3.67,14350,11.39,44.66,8.54,0.86,robberies,10
Hilltowntownship,PA,10582,379.5,2.97,44717,13.82,3.11,1.98,0.49,robberies,0
ElCerritocity,CA,22869,6069.3,2.3,39538,26.54,5.17,3.64,18.7,robberies,139
McAllencity,TX,84021,2501.5,3.37,22068,9.36,32.75,10.26,0.55,robberies,135
Ringwoodborough,NJ,12623,487.8,3.19,60026,13.58,1.74,5.57,3.29,robberies,0
NewBraunfelscity,TX,27334,1037.3,2.73,26409,17.51,14.93,5.93,0,robberies,22
YorbaLindacity,CA,52422,2889.9,3.13,67892,11.87,1.9,2.72,0.41,robberies,20
Bloomfieldtownship,NJ,45061,8173.9,2.44,39822,19.61,5.72,5.57,9.85,robberies,96
Secaucustown,NJ,14061,2304.9,2.61,51814,17.38,5.18,3.87,13.85,robberies,16
Comptoncity,CA,90454,8588.5,4.05,24971,13.91,27.5,14.33,6.38,robberies,969
Trentoncity,MI,20586,2721.6,2.62,41129,25.34,4.21,4.54,0.66,robberies,3
Cinnaminsontownship,NJ,14583,1851.6,3.06,51129,21.94,2.34,4.1,3.04,robberies,22
Lakewoodcity,CA,73557,7558.3,2.82,44700,19.41,4.87,4.33,1.23,robberies,274
GrossePointeFarmscity,MI,10092,3609.4,2.63,66844,21.2,1.33,2.86,2.57,robberies,4
Altoonacity,PA,51881,5131,2.51,20695,15.9,18.03,8.18,1.87,robberies,40
Atascaderocity,CA,23138,884.5,2.73,35140,17.81,7.84,4.02,0.21,robberies,13
MountClemenscity,MI,18405,4217.5,2.53,25716,19.46,11.85,8.95,1.53,robberies,62
Burlesoncity,TX,16113,926,2.9,33628,11.26,6.62,6.25,0,robberies,6
Lawrencetownship,NJ,25787,1124,2.83,51035,16.66,3.72,3.01,5.43,robberies,23
Readingtown,MA,22539,2191.9,2.84,52783,19.04,2.1,5.21,4.79,robberies,3
Brigantinecity,NJ,11354,1705,2.35,35989,18.48,6.99,4.35,6.62,robberies,4
Dracuttown,MA,25594,1182,2.85,45165,15.13,3.26,8.24,1.17,robberies,15
Brenhamcity,TX,11952,1560.3,2.76,21946,13.9,17.24,4.7,0.19,robberies,10
Pinolecity,CA,17460,3274.6,2.79,45820,19.05,3.69,4.48,5.53,robberies,62
HighlandParkborough,NJ,13279,6974.3,2.3,39603,11.54,5.83,5.21,8.67,robberies,5
Cleburnecity,TX,22205,1102.1,2.72,26037,11.95,14.9,8.64,0.29,robberies,9
HermosaBeachcity,CA,18219,12277,1.99,54497,7.48,5.55,1.87,1.05,robberies,33
Grandvillecity,MI,15624,2002.1,2.77,36906,15.27,3.67,3.4,0.17,robberies,7
Strongsvillecity,OH,35308,1382.8,2.87,50916,12.92,2.3,3.59,2.9,robberies,16
Ipswichtown,MA,11873,351.4,2.54,42386,16.51,5.29,6.32,4.47,robberies,0
Lansingcity,MI,122700,3608.4,2.51,26339,15.42,19.56,8.43,2.92,robberies,302
Randolphtown,MA,30093,2883.6,2.76,43244,14.74,4.88,6.41,5.72,robberies,16
PortArthurcity,TX,58724,734.1,2.63,18548,17.38,28.12,12.78,1.07,robberies,246
Conneautcity,OH,13241,484.7,2.6,21144,20.92,19.15,10.91,0.65,robberies,2
Ridgecrestcity,CA,27725,1288.6,2.68,39087,18,7.18,4.84,0.35,robberies,16
Pharrcity,TX,32921,2013.3,3.8,15605,11.79,44.47,16.97,0.39,robberies,68
Riverviewcity,MI,13894,3041.6,2.74,39735,18.44,6.68,5.73,0.86,robberies,0
SantaMariacity,CA,61284,3441.4,3.08,29492,18.57,16.82,7.78,0.44,robberies,177
Sylvaniatownship,OH,39983,1356.3,2.77,47335,15.2,3.66,4.07,1.23,robberies,14
GroverCitycity,CA,11656,4832.5,2.59,28266,17.26,12.68,5.63,0.75,robberies,5
Delrantownship,NJ,13178,1915.4,3.02,46573,14.86,1.88,4.38,3.24,robberies,13
Jacksoncity,MI,37446,3271,2.54,20830,17.39,24.71,11.02,2.02,robberies,74
Whittiercity,CA,77671,5983.9,2.81,38020,17.02,7.75,4.84,2.26,robberies,175
Medfieldtown,MA,10531,700.5,3.07,66084,13.87,1.67,4.2,5.25,robberies,2
MuskegonHeightscity,MI,13176,4012.2,2.68,13778,16.23,35.13,18.28,1.39,robberies,67
Auburncity,CA,10592,1679.1,2.31,32708,22.32,8.21,4.14,0.29,robberies,10
Irvinecity,CA,110330,2516.4,2.74,56307,7.47,6.44,3.32,0.61,robberies,58
PerthAmboycity,NJ,41967,8476.8,2.95,28377,15.17,15.19,10.91,4.99,robberies,179
SimiValleycity,CA,100217,2928.3,3.13,53967,10.58,3.56,4.11,0.46,robberies,54
Pittsfieldcity,MA,48622,1152.3,2.44,29987,22,9.74,7.56,3.13,robberies,29
MountHollytownship,NJ,10639,3565.8,2.91,33527,25.11,13.81,6.97,2.79,robberies,43
Hillsidetownship,NJ,21044,7547,2.96,41187,14.05,5.98,6.38,8.35,robberies,139
Sylvaniacity,OH,17301,2890.2,2.74,46353,14.36,3.65,4.44,1.06,robberies,5
NorthArlingtonborough,NJ,13790,5152.4,2.44,39433,25.83,3.43,4.71,8.46,robberies,8
Kearnytown,NJ,34874,3681.5,2.8,37840,16.73,6.06,6.22,10,robberies,70
Summitcity,NJ,19757,3150.4,2.57,66464,16.25,2.62,3.06,15.49,robberies,3
Gloucestertownship,NJ,53797,2234,2.9,41224,13.61,3.35,5.21,6.4,robberies,25
Bryancity,TX,55002,1625.5,2.66,22577,11.37,22.01,5.78,0.91,robberies,87
LaCanadaFlintridgecity,CA,19378,2157.9,2.89,78965,16.83,2.85,2.83,0.22,robberies,18
Maplewoodtownship,NJ,21652,5423.3,2.73,57568,17.07,3.21,3.45,17.63,robberies,53
Graftontown,MA,13035,553.2,2.72,42310,16.47,4.99,6.26,0.28,robberies,0
Belmonttown,MA,24720,5125.2,2.56,53488,18.6,3.64,3.87,13.26,robberies,3
Fairborncity,OH,31300,2702.3,2.47,27558,23.04,15.39,6.4,0.21,robberies,9
Southfieldcity,MI,75728,2786.6,2.36,40579,15.33,5.83,5.77,0.74,robberies,204
Hesperiacity,CA,50418,1007.4,3.05,30795,18.98,12.49,9.21,0.15,robberies,65
Readingcity,OH,12038,3978.2,2.47,29647,19.13,6.04,4.9,1.23,robberies,4
LaHabracity,CA,51266,6759.8,2.83,39967,15.66,8.03,5.51,1.75,robberies,89
Oaklandborough,NJ,11997,1345.8,3.07,63384,13.16,1.53,2.99,4.71,robberies,0
Portervillecity,CA,29563,2538.9,3.08,22168,15.93,26.82,12.79,0.31,robberies,50
Pasadenacity,CA,131591,5524.4,2.62,35103,11.6,14.92,6.3,5.5,robberies,834
NewCastlecity,PA,28334,3206.2,2.49,17103,21.82,19.69,10.36,2.25,robberies,63
WestManchestertownship,PA,14369,691.2,2.47,32124,21.17,4.02,3.26,0.85,robberies,12
BeaverFallscity,PA,10687,4859.5,2.53,14423,22.98,26.75,12.86,2.1,robberies,24
Westboroughtown,MA,14133,664.7,2.62,44044,14.38,3.45,4.41,0.76,robberies,2
Bridgeporttownship,MI,12747,355.3,2.82,32083,19.16,13.7,8.32,0.48,robberies,7
Woodhavencity,MI,11631,1734.9,2.93,47513,12.31,3.61,5.09,0.76,robberies,4
SouthSanFranciscodivision,CA,280039,4522.6,2.82,43088,16.49,5.85,4.43,11.51,robberies,78
Maynardtown,MA,10325,1902.6,2.55,43253,15.9,5.57,5.92,1.47,robberies,0
Taylorcity,MI,70811,2894.5,2.85,32659,15.91,11.92,8.88,0.69,robberies,138
Irvingcity,TX,155037,2213,2.45,31767,7.89,10.55,5.24,1.5,robberies,185
NewPhiladelphiacity,OH,15698,2223.9,2.39,22405,20.3,12.51,8.37,0.29,robberies,9
Jacksontownship,OH,25265,661.4,2.7,34670,18.91,7.4,3.68,1.69,robberies,34
CedarGrovetownship,NJ,12053,2756.1,2.9,55464,21.35,3,3.13,6.25,robberies,8
AtlanticCitycity,NJ,37986,3230.5,2.41,20309,14.35,24.97,9.63,25.65,robberies,643
Tustincity,CA,50689,4333.9,2.77,38433,10.19,6.85,4.48,2.3,robberies,91
Atwatercity,CA,22282,4169.5,3.1,26701,19.98,12.58,7.84,0.39,robberies,25
Lansdowneborough,PA,11712,9600,2.38,35795,20.27,3.39,3.84,15.85,robberies,6
EastLampetertownship,PA,11999,580.7,2.6,34720,14.93,4.98,2.34,1.03,robberies,8
BayCitycity,MI,38936,3613.2,2.5,21380,20.04,18.06,13.52,1.55,robberies,54
NationalCitycity,CA,54249,6919.5,3.67,22129,16.71,21.34,8.18,6.02,robberies,327
Livermorecity,CA,56741,2789.6,2.75,49149,15.13,5.18,4.19,1.55,robberies,36
Franklincity,OH,11026,1306.8,2.71,25569,17.39,16.4,8.17,0.2,robberies,5
Somersettown,MA,17655,2100.6,2.75,36418,24.36,3.49,6.26,0.39,robberies,1
Hemetcity,CA,36094,1982.8,2.07,20382,32.73,14.05,9.76,0.29,robberies,128
RiverRougecity,MI,11314,4093.3,2.65,17500,18.67,28.51,17.07,3.88,robberies,41
Atholtown,MA,11451,339.3,2.61,27095,21.16,11.67,10.77,0.32,robberies,5
Jacksontownship,NJ,33233,320.6,2.99,44690,13.8,3.76,5.68,3.61,robberies,5
